date,source,destination,distance_km,congestion_index,time_of_day,weather,day_of_week,festival,actual_travel_time_min,road_type,is_synthetic,hotspot
2024-05-22,Ghatkopar,Western Express Highway,8.795296611722723,0.8260709744790711,14:51,Rain,Saturday,No,30.1,urban,1,0
2022-07-14,Powai,Thane,16.948790299258377,0.9155091242533792,17:42,Cloudy,Friday,No,207.5,congested,1,1
2024-08-26,Fort,Belapur,32.62,0.62,01:18,Heavy Rain,Monday,Janmashtami,82.3,freeway,0,0
2024-05-29,Fort,Mohammad Ali Road,4.27,0.3,15:53,Cloudy,Wednesday,No,4.6,freeway,0,0
2024-08-05,Andheri,Byculla,17.231557880689714,0.888322851169437,14:21,Rain,Thursday,Independence Day,151.3,congested,1,0
2022-11-01,Ghatkopar,Sion,8.317935835433529,0.7378292680672675,13:10,Clear,Wednesday,Navratri,25.8,urban,1,0
2023-09-01,Bandra,Goregaon,12.405605280626665,0.7959419264543381,23:32,Cloudy,Tuesday,Independence Day,39.8,urban,1,0
2023-02-22,Chembur,Juhu,12.42,0.82,21:28,Fog,Wednesday,No,44.1,urban,0,0
2023-09-04,Girgaon,Western Express Highway,21.32,0.86,17:31,Clear,Monday,No,108.5,urban,0,0
2024-08-26,Marine Lines,Bandra Kurla Complex,18.96,0.92,14:07,Rain,Monday,Janmashtami,222.8,congested,0,1
2023-04-08,Bandra,Mohammad Ali Road,14.64247630129256,0.8539059623099715,17:44,Clear,Friday,No,53.4,urban,1,0
2023-03-26,Girgaon,Mohammad Ali Road,0.92,0.33,07:11,Clear,Sunday,No,1.1,freeway,0,0
2023-03-19,Sion,Colaba,20.60226379974322,0.9416477017988112,11:10,Storm,Thursday,Ramadan Evenings,98.7,urban,1,1
2023-01-26,Airoli,Girgaon,38.31,0.79,06:02,Fog,Thursday,No,133.0,urban,0,0
2022-04-22,Vashi,Bandra Kurla Complex,20.35,0.94,16:10,Clear,Friday,No,149.8,congested,0,1
2024-03-04,Bandra Kurla Complex,Juhu,8.214474439993502,0.975935575990218,04:53,Cloudy,Sunday,No,57.0,congested,1,1
2022-03-18,Airoli,Lalbaug,33.69,0.82,16:44,Rain,Friday,Holi,127.8,urban,0,0
2024-03-11,Powai,Malad,10.514351452845217,0.8761174328008473,18:29,Clear,Tuesday,No,93.4,congested,1,0
2022-07-29,Dombivli,Kalyan,21.663503451600874,0.973722267577548,16:40,Heavy Rain,Thursday,Janmashtami,206.6,congested,1,1
2022-12-12,Matunga,Chembur,9.590239869642105,0.7672400281198375,13:28,Clear,Thursday,No,31.5,urban,1,0
2023-01-28,Mohammad Ali Road,Matunga,9.17,0.78,13:23,Rain,Saturday,No,33.5,urban,0,0
2022-08-10,Fort,CST,1.01,0.95,05:41,Heavy Rain,Wednesday,No,6.1,urban,0,1
2024-10-21,Thane,Chembur,22.32,0.87,20:53,Clear,Monday,No,118.8,urban,0,0
2023-08-11,Bhandup,Kurla,17.273973632232767,0.940629336750324,03:38,Heavy Rain,Tuesday,Independence Day,113.4,urban,1,1
2022-12-01,Matunga,Chembur,9.76,0.82,06:49,Clear,Thursday,No,31.0,urban,0,0
2022-05-04,Ghatkopar,Powai,6.96220590023398,0.3019997532037848,04:01,Clear,Monday,Eid,7.9,freeway,1,0
2023-03-11,Belapur,Mulund,25.00914426703365,0.7603262209368821,16:58,Clear,Thursday,Ramadan Evenings,82.0,urban,1,0
2022-10-15,Kalyan,Juhu,46.45,0.78,21:28,Clear,Saturday,No,136.5,urban,0,0
2023-10-03,Nerul,Bandra,30.3,0.98,17:33,Clear,Tuesday,No,335.6,congested,0,1
2023-09-11,Ghatkopar,Andheri,9.584217684676585,0.6630544756965582,20:06,Storm,Tuesday,Ganesh Chaturthi,14.6,freeway,1,0
2022-06-26,Borivali,Dombivli,42.26777328288964,0.395259786290543,15:47,Rain,Friday,No,50.8,freeway,1,0
2022-05-01,CST,Belapur,24.3974755917087,0.7044616893799355,14:20,Clear,Saturday,No,78.2,urban,1,0
2024-06-29,Chembur,Matunga,9.07,0.93,19:46,Clear,Saturday,No,46.3,urban,0,1
2024-08-23,Chembur,Sion,5.504763098185404,0.8481949631539611,18:34,Heavy Rain,Thursday,Independence Day,50.6,urban,1,0
2022-04-18,Byculla,Kurla,12.042450554315703,0.9866989036141862,10:59,Clear,Wednesday,No,256.0,congested,1,1
2022-08-07,Colaba,Panvel,49.7086166670939,0.9021554616028774,06:50,Rain,Wednesday,No,602.9,congested,1,1
2022-10-02,Goregaon,Fort,30.07,1.0,07:06,Clear,Sunday,No,362.9,congested,0,1
2024-07-26,Andheri,Sion,13.48,0.84,15:46,Heavy Rain,Friday,No,74.9,urban,0,0
2023-04-29,Borivali,Byculla,33.12569569925926,0.5070807797460908,18:59,Clear,Sunday,No,56.9,freeway,1,0
2024-10-18,Marine Lines,Ghatkopar,18.861667990294468,0.8323562093289423,08:10,Clear,Thursday,Navratri,77.7,urban,1,0
2023-11-06,Lalbaug,Nerul,26.303061998181608,1.0,21:00,Clear,Sunday,Diwali,274.8,congested,1,1
2024-09-30,Sion,Andheri,10.96238805544452,0.9140758811007844,19:50,Clear,Friday,No,46.2,urban,1,1
2022-07-10,Chembur,Byculla,13.26842213662642,0.9292406741483588,14:28,Cloudy,Monday,No,117.7,congested,1,1
2022-04-27,Crawford Market,Juhu,20.6,0.87,08:11,Rain,Wednesday,No,120.2,urban,0,0
2023-07-16,Eastern Freeway Start,Ghatkopar,2.1077053486528823,0.878827656828515,10:14,Heavy Rain,Monday,No,9.2,freeway,1,0
2024-01-05,Vashi,Matunga,26.66518240330025,0.8105466665671609,23:22,Clear,Monday,No,95.0,urban,1,0
2023-03-26,Powai,Borivali,19.01141214732565,0.9007097469134145,10:48,Clear,Wednesday,Holi,106.1,urban,1,1
2023-01-14,Western Express Highway,Kalyan,56.27643285521688,0.3954759222525797,00:18,Rain,Saturday,No,65.9,freeway,1,0
2023-01-08,Chembur,Western Express Highway,10.064576646688876,0.7231599021949319,21:47,Cloudy,Sunday,No,32.0,urban,1,0
2023-05-23,Marine Lines,Nerul,30.71,0.97,05:23,Clear,Tuesday,No,241.8,congested,0,1
2022-08-28,Vashi,Nerul,6.490070678392346,0.7486107096534306,12:29,Rain,Saturday,No,25.4,urban,1,0
2022-04-19,Crawford Market,Panvel,42.80203431979355,0.6200739428329912,19:22,Cloudy,Sunday,Ramadan Evenings,73.0,freeway,1,0
2023-04-18,Juhu,Nerul,28.95,0.78,09:25,Clear,Tuesday,No,117.1,urban,0,0
2023-07-03,Thane,Panvel,38.95471270407749,0.5253561413693536,14:14,Rain,Monday,No,54.4,freeway,1,0
2022-03-25,Thane,Borivali,16.737548797727005,0.9323735734822656,07:26,Clear,Friday,No,165.4,congested,1,1
2022-03-17,Byculla,Panvel,34.29,0.38,09:09,Clear,Thursday,No,40.1,freeway,0,0
2023-03-08,Colaba,Mulund,38.94,0.74,00:19,Cloudy,Wednesday,Holi,125.1,urban,0,0
2023-08-08,Girgaon,Malad,28.037263209701496,0.8810670164986765,18:47,Rain,Tuesday,No,121.3,urban,1,0
2025-01-09,Mohammad Ali Road,Chembur,19.715608355031097,0.7045890137378543,15:54,Clear,Wednesday,Christmas/NewYear,56.5,urban,1,0
2022-02-25,Worli,Panvel,38.79,0.94,22:13,Fog,Friday,No,442.0,congested,0,1
2022-03-08,Bandra,Andheri,8.55432434407514,0.8750331416116958,18:44,Fog,Monday,No,130.5,congested,1,0
2022-07-27,Fort,Andheri,28.872934893808228,0.9960170741570056,07:19,Heavy Rain,Monday,Independence Day,431.7,congested,1,1
2023-11-21,Belapur,Nerul,0.7178912316167584,0.8966707164341295,01:28,Cloudy,Monday,No,6.9,congested,1,0
2022-11-03,Girgaon,Vashi,30.752575656740703,0.3667558969887536,11:22,Clear,Sunday,No,35.0,freeway,1,0
2023-11-02,Bandra Kurla Complex,Chembur,9.72,0.85,10:27,Clear,Thursday,No,34.5,urban,0,0
2023-10-01,Kurla,Chembur,4.78,0.9,17:30,Cloudy,Sunday,No,49.3,congested,0,1
2023-09-19,Bandra Kurla Complex,Panvel,41.16,0.95,20:12,Rain,Tuesday,Ganesh Chaturthi,291.9,urban,0,1
2024-09-22,Fort,Kurla,21.445826307114764,0.9128817792030396,19:00,Rain,Tuesday,No,128.5,urban,1,1
2024-01-11,Bhandup,Worli,28.48,1.0,17:51,Clear,Thursday,No,248.4,urban,0,1
2024-10-28,Vashi,Goregaon,21.44761625184801,0.714508321285289,13:56,Clear,Sunday,No,68.4,urban,1,0
2024-04-03,Sion,Crawford Market,9.14704520489184,0.8106875772420125,01:40,Heavy Rain,Thursday,Gudi Padwa,29.6,urban,1,0
2024-07-03,Andheri,Panvel,45.70217020558455,0.9612752879432952,05:45,Heavy Rain,Monday,No,675.0,congested,1,1
2023-01-04,Vashi,Lalbaug,23.19,0.93,02:47,Fog,Wednesday,No,194.6,congested,0,1
2022-01-07,Mulund,Chembur,18.61,0.81,11:04,Clear,Friday,No,61.0,urban,0,0
2023-09-02,Panvel,Worli,36.19296182004922,0.91276599148934,10:15,Heavy Rain,Wednesday,No,283.7,urban,1,1
2022-08-19,Malad,Sion,18.32755628082143,0.9165988988433116,19:48,Rain,Monday,No,149.4,urban,1,1
2024-04-12,Airoli,Nerul,15.69435972050821,0.9168563769038864,04:07,Rain,Wednesday,Eid,60.1,urban,1,1
2022-12-11,Bandra,Western Express Highway,2.1796860664126,0.8284283262634128,13:11,Fog,Saturday,No,9.0,urban,1,0
2023-08-26,Chembur,Malad,18.68599599928542,0.9288640510103946,21:02,Rain,Saturday,No,122.6,urban,1,1
2024-12-25,Airoli,Bandra,25.76,0.58,23:43,Cloudy,Wednesday,Christmas/NewYear,44.7,freeway,0,0
2024-03-21,Lalbaug,Thane,37.67,0.2,05:51,Clear,Thursday,No,36.4,freeway,0,0
2022-03-19,Chembur,Mulund,19.57772531674425,0.8159198751393616,00:50,Cloudy,Wednesday,No,62.9,urban,1,0
2023-08-14,Kurla,Thane,23.28575416311488,1.0,09:57,Storm,Tuesday,Independence Day,112.5,urban,1,1
2023-10-20,Thane,Fort,41.184131686146166,0.7715273810236399,01:43,Clear,Wednesday,No,121.1,urban,1,0
2022-07-19,Ghatkopar,Bhandup,14.441495486551304,0.5020240679490123,04:19,Rain,Thursday,No,19.8,freeway,1,0
2024-08-27,Sion,Worli,10.182130735974932,0.98621814762558,20:14,Storm,Monday,Janmashtami,61.9,freeway,1,1
2022-03-31,Kurla,Crawford Market,16.92,0.92,01:50,Cloudy,Thursday,No,104.0,urban,0,1
2023-12-19,Belapur,Sion,21.598697908687917,1.0,17:38,Fog,Monday,Christmas/NewYear,148.5,urban,1,1
2023-03-03,Panvel,Borivali,50.585583520434746,0.4416926968431753,04:57,Fog,Tuesday,No,56.5,freeway,1,0
2023-02-18,Chembur,Juhu,13.71,0.82,04:00,Cloudy,Saturday,No,40.7,urban,0,0
2022-02-27,Bhandup,CST,35.90528397160447,0.4196478564794457,23:01,Rain,Thursday,No,43.8,freeway,1,0
2022-08-16,Bhandup,Kurla,15.420187998894214,0.8313953951064422,14:03,Rain,Monday,No,59.9,urban,1,0
2022-03-27,Airoli,Juhu,27.53280379685268,0.3533134321143583,13:21,Clear,Wednesday,No,28.9,freeway,1,0
2024-03-19,Airoli,Panvel,31.94134360149916,0.5746099753515805,23:06,Heavy Rain,Monday,Holi,40.3,freeway,1,0
2024-04-07,Vashi,Lalbaug,27.79,0.56,09:26,Clear,Sunday,No,42.4,freeway,0,0
2022-10-26,Malad,Fort,36.52,0.72,03:46,Cloudy,Wednesday,Navratri,114.1,urban,0,0
2023-04-10,Crawford Market,Powai,21.784461813162405,0.762902888227298,11:18,Clear,Thursday,Ramadan Evenings,69.1,urban,1,0
2022-08-22,Chembur,Goregaon,18.14,1.0,01:05,Rain,Monday,No,176.4,congested,0,1
2022-10-11,Andheri,Kalyan,36.85,0.59,20:57,Clear,Tuesday,No,57.7,freeway,0,0
2024-10-11,Lalbaug,Thane,35.22,0.8,16:21,Clear,Friday,No,110.0,urban,0,0
2024-05-11,Fort,Mohammad Ali Road,4.294228502250968,0.2995358771148959,15:44,Cloudy,Wednesday,No,4.6,freeway,1,0
2023-12-04,Nerul,Bandra Kurla Complex,25.34,0.49,06:53,Rain,Monday,No,33.0,freeway,0,0
2023-03-31,Borivali,Thane,16.83,0.77,19:07,Cloudy,Friday,No,65.7,urban,0,0
2024-06-03,Goregaon,Lalbaug,25.62,0.82,15:58,Rain,Monday,No,121.3,urban,0,0
2022-03-16,Juhu,Colaba,32.545573398694565,0.4330959142066509,08:07,Clear,Sunday,Ramadan Evenings,41.4,freeway,1,0
2023-06-05,Girgaon,Juhu,20.12,0.91,18:49,Heavy Rain,Monday,No,301.8,congested,0,1
2022-10-14,Panvel,Chembur,30.66,0.93,23:13,Clear,Friday,No,237.6,congested,0,1
2024-04-02,Eastern Freeway Start,Byculla,12.598284089500355,0.7347917573616551,06:24,Clear,Sunday,No,37.4,urban,1,0
2022-04-03,Nerul,Vashi,7.03,0.81,00:20,Clear,Sunday,Ramadan Evenings,21.5,urban,0,0
2022-11-29,Vashi,Marine Lines,36.3,0.79,13:55,Clear,Tuesday,No,112.7,urban,0,0
2022-03-11,Kalyan,Thane,24.108629932944808,0.7977180687852542,05:05,Clear,Friday,Holi,79.2,urban,1,0
2022-03-23,Thane,Panvel,42.94017616006924,0.4045029355413813,09:16,Cloudy,Monday,No,64.3,freeway,1,0
2024-04-16,Matunga,Bandra Kurla Complex,4.524279315935083,0.8074778676131568,00:01,Cloudy,Friday,No,13.8,urban,1,0
2022-04-04,Thane,Panvel,42.51,0.47,09:25,Cloudy,Monday,No,64.3,freeway,0,0
2022-09-03,Kalyan,Mulund,22.02371301116376,0.9179419185756262,19:49,Heavy Rain,Wednesday,No,253.0,urban,1,1
2023-12-12,Sion,Mohammad Ali Road,13.582620783225156,0.9037308043097004,09:01,Rain,Tuesday,No,69.8,urban,1,1
2022-03-17,Lalbaug,Kurla,10.8,0.82,17:36,Clear,Thursday,No,42.2,urban,0,0
2022-10-26,Kalyan,Colaba,58.14,0.72,11:12,Clear,Wednesday,Navratri,170.0,urban,0,0
2022-05-16,Bandra,Panvel,42.68980268463483,0.4255956749850454,16:57,Clear,Monday,Eid,46.6,freeway,1,0
2024-04-24,Juhu,Colaba,27.70527097667821,0.8213600932700261,09:34,Clear,Monday,No,148.1,urban,1,0
2023-02-10,Marine Lines,Girgaon,1.491971463877288,0.5166238529864393,17:48,Clear,Wednesday,No,2.0,freeway,1,0
2022-10-04,Airoli,Mulund,4.17,0.91,17:08,Clear,Tuesday,No,52.9,congested,0,1
2024-04-10,Bhandup,Dombivli,20.86,0.76,14:07,Cloudy,Wednesday,Eid,68.8,urban,0,0
2024-05-03,Crawford Market,Matunga,7.91,0.95,05:25,Clear,Friday,No,58.8,congested,0,1
2022-05-26,Borivali,Andheri,14.54,0.91,00:33,Rain,Thursday,No,124.5,congested,0,1
2022-03-21,Andheri,Nerul,23.68,0.91,05:10,Clear,Monday,No,179.9,congested,0,1
2022-11-19,Belapur,Malad,27.550401390925263,0.5337319787376104,08:29,Clear,Saturday,No,46.1,freeway,1,0
2022-01-19,Kalyan,Nerul,32.63,0.85,00:36,Rain,Wednesday,No,127.8,urban,0,0
2022-12-21,Belapur,Airoli,19.38554731572466,0.8364992982019003,17:53,Cloudy,Sunday,No,94.8,urban,1,0
2024-08-27,Borivali,Bandra Kurla Complex,29.4027047788156,0.6570252404247815,00:46,Rain,Monday,Janmashtami,49.6,freeway,1,0
2022-08-15,Panvel,Fort,35.67,0.7,18:05,Heavy Rain,Monday,Independence Day,90.0,freeway,0,0
2022-10-06,Byculla,Juhu,18.04557132040848,0.8790501893984387,09:45,Clear,Wednesday,Navratri,159.5,congested,1,0
2024-09-14,Marine Lines,Bhandup,36.144847795338805,0.7684236566173427,01:23,Heavy Rain,Saturday,Ganesh Chaturthi,68.9,freeway,1,0
2022-07-10,Byculla,Matunga,4.045416571567172,0.8418705175858762,16:14,Rain,Sunday,No,17.6,urban,1,0
2023-10-04,Byculla,Bandra,7.94,0.77,21:01,Clear,Wednesday,No,23.6,urban,0,0
2022-05-04,Goregaon,Marine Lines,31.672669325110693,0.7745999766459822,09:01,Cloudy,Saturday,No,130.1,urban,1,0
2024-08-26,Thane,Worli,36.0,0.94,10:02,Heavy Rain,Monday,Janmashtami,540.0,congested,0,1
2023-11-27,Bandra,Powai,13.21,0.99,09:59,Rain,Monday,No,168.9,congested,0,1
2024-06-13,Panvel,Matunga,33.6780197889531,0.4834356081872912,03:41,Rain,Saturday,No,45.4,freeway,1,0
2022-12-20,Kalyan,CST,64.35430072705046,0.493724224396819,20:20,Clear,Saturday,No,102.3,freeway,1,0
2024-07-23,Borivali,Malad,10.26459729714882,0.8622093508004792,22:24,Cloudy,Tuesday,No,83.9,congested,1,0
2023-12-27,Dombivli,Kurla,33.47884044637655,0.7372669174645731,10:00,Heavy Rain,Monday,Christmas/NewYear,82.0,freeway,1,0
2024-03-05,Lalbaug,Powai,19.269664440252384,1.0,10:45,Storm,Monday,Holi,329.7,congested,1,1
2024-01-15,Dombivli,Nerul,13.32510829043573,0.8835047195685254,05:44,Rain,Sunday,No,65.0,urban,1,0
2024-04-16,Dadar,Western Express Highway,8.683317167864471,0.9661742700230465,09:50,Cloudy,Monday,No,112.1,congested,1,1
2024-03-25,Mulund,Chembur,21.27,0.96,22:27,Clear,Monday,No,179.5,congested,0,1
2024-10-16,Panvel,CST,41.96718347284814,0.2919060918418537,04:51,Cloudy,Saturday,No,45.6,freeway,1,0
2022-10-01,Bhandup,Bandra,19.64482241641311,0.8784089933417935,22:05,Clear,Thursday,No,140.2,congested,1,0
2023-02-11,Matunga,Malad,24.68567024929241,0.873324817650052,02:10,Cloudy,Monday,No,220.6,congested,1,0
2023-08-19,Airoli,Malad,19.562891622639405,0.8700081031226454,10:52,Heavy Rain,Tuesday,Independence Day,151.9,urban,1,0
2023-01-14,Belapur,Kalyan,34.67,0.58,10:10,Fog,Saturday,No,53.3,freeway,0,0
2023-03-04,Kurla,Bandra,5.798201993813175,0.8161372427281098,05:45,Rain,Wednesday,Gudi Padwa,23.2,urban,1,0
2023-01-07,Crawford Market,Western Express Highway,15.33,0.79,11:57,Cloudy,Saturday,No,44.7,urban,0,0
2024-09-24,Goregaon,Bhandup,17.4,0.85,15:32,Rain,Tuesday,No,66.2,urban,0,0
2024-08-26,Matunga,Marine Lines,11.997168011950697,0.7498820568117007,16:31,Rain,Saturday,Ganesh Chaturthi,40.1,urban,1,0
2024-03-24,Eastern Freeway Start,Kurla,4.258588971855311,0.9367965494213464,22:55,Cloudy,Thursday,Gudi Padwa,32.3,congested,1,1
2023-04-16,Girgaon,Mohammad Ali Road,0.942187886397806,0.3189084892429194,07:19,Clear,Sunday,No,1.1,freeway,1,0
2022-05-09,Worli,Fort,9.36,0.91,12:27,Rain,Monday,No,103.4,congested,0,1
2024-12-28,Eastern Freeway Start,Dadar,10.564821514480052,0.9662035532170296,22:15,Clear,Wednesday,No,78.3,congested,1,1
2024-10-16,Bhandup,Kurla,15.75,0.76,12:49,Clear,Wednesday,No,47.5,urban,0,0
2023-10-15,Sion,Dadar,3.38,0.97,22:06,Clear,Sunday,Navratri,27.1,congested,0,1
2022-03-10,Mohammad Ali Road,Malad,31.95,0.75,22:02,Clear,Thursday,No,99.5,urban,0,0
2022-10-23,Mohammad Ali Road,Andheri,27.88,0.28,13:57,Clear,Sunday,No,26.5,freeway,0,0
2024-08-25,Belapur,Nerul,0.9442311340023898,0.903651390805121,06:57,Rain,Tuesday,No,4.5,urban,1,1
2022-11-26,Thane,Matunga,29.15188949102324,0.9082217428039496,22:58,Cloudy,Sunday,No,211.7,congested,1,1
2024-03-12,Mulund,Airoli,3.821923595533992,0.7943529334048325,03:28,Clear,Monday,Ramadan Evenings,12.7,urban,1,0
2021-12-31,Bhandup,Lalbaug,25.426239082730294,0.5160775624201489,12:23,Clear,Monday,No,31.3,freeway,1,0
2022-06-22,Nerul,Vashi,5.89,0.84,07:50,Clear,Wednesday,No,25.7,urban,0,0
2024-12-25,Chembur,Western Express Highway,10.17,0.77,11:50,Fog,Wednesday,Christmas/NewYear,33.8,urban,0,0
2024-02-10,Girgaon,Bhandup,30.235398659644066,0.3130845321063999,15:53,Cloudy,Friday,No,29.9,freeway,1,0
2024-04-11,Dombivli,Girgaon,48.36,0.94,22:48,Clear,Thursday,Gudi Padwa,350.2,congested,0,1
2022-01-09,Juhu,Crawford Market,18.48,0.72,23:14,Cloudy,Sunday,No,53.3,urban,0,0
2023-07-07,Kalyan,Matunga,51.14,1.0,07:49,Clear,Friday,No,623.1,congested,0,1
2023-12-08,Bandra,Girgaon,17.820107913685405,1.0,07:51,Clear,Friday,No,125.6,urban,1,1
2023-03-08,Byculla,Marine Lines,9.55,1.0,03:09,Storm,Wednesday,Holi,122.2,congested,0,1
2022-10-31,Chembur,Panvel,29.99,1.0,09:01,Clear,Monday,No,337.0,congested,0,1
2024-11-04,Crawford Market,Goregaon,24.13,0.57,10:02,Cloudy,Monday,No,43.6,freeway,0,0
2024-08-26,CST,Malad,35.22,0.91,22:18,Rain,Monday,Janmashtami,206.3,urban,0,1
2023-11-30,Matunga,Juhu,11.365833309211403,0.93560060092116,09:22,Cloudy,Tuesday,No,55.2,urban,1,1
2023-09-24,CST,Vashi,31.456614629172115,0.6706053818327516,05:47,Heavy Rain,Wednesday,Janmashtami,70.8,freeway,1,0
2024-01-12,Bandra,Chembur,7.66,0.9,23:54,Clear,Friday,No,61.9,congested,0,1
2024-10-18,Sion,CST,14.472863333289911,0.8651516903859888,10:02,Clear,Tuesday,No,60.7,urban,1,0
2023-05-24,Mohammad Ali Road,Airoli,44.73779007735565,0.8445528160549134,02:33,Cloudy,Thursday,No,143.4,urban,1,0
2024-04-14,Mulund,Malad,15.445259259287198,0.9843716428257696,16:31,Clear,Monday,Holi,133.2,congested,1,1
2022-03-28,Sion,Powai,15.38,0.75,23:00,Clear,Monday,No,53.4,urban,0,0
2024-01-17,CST,Belapur,29.79,0.79,22:12,Rain,Wednesday,No,126.7,urban,0,0
2024-10-09,Ghatkopar,Lalbaug,15.59,0.84,15:17,Clear,Wednesday,No,50.2,urban,0,0
2024-10-28,Bandra,Thane,35.63961376827199,0.7497990456676061,04:01,Clear,Thursday,No,109.8,urban,1,0
2022-11-03,Mulund,Kalyan,27.858826061986885,0.7624154037375461,20:37,Clear,Thursday,No,100.5,urban,1,0
2024-12-18,Sion,Western Express Highway,7.13,0.84,06:20,Rain,Wednesday,No,29.6,urban,0,0
2022-04-29,Worli,Panvel,42.98,0.44,20:42,Clear,Friday,No,54.7,freeway,0,0
2023-04-12,Panvel,Dadar,42.72,0.72,16:26,Clear,Wednesday,No,127.6,urban,0,0
2022-03-25,Eastern Freeway Start,Bhandup,13.957321836442024,0.8196374604763519,05:42,Clear,Sunday,Ramadan Evenings,40.1,urban,1,0
2023-10-15,Worli,Malad,30.503513707477836,0.3061703464822105,06:27,Cloudy,Wednesday,No,30.9,freeway,1,0
2022-01-20,Dadar,Marine Lines,12.71,0.98,06:40,Rain,Thursday,No,136.7,congested,0,1
2023-09-06,Lalbaug,Bandra,10.58,0.64,03:11,Rain,Wednesday,Janmashtami,19.3,freeway,0,0
2022-04-10,Nerul,Powai,20.895453176499988,0.8237283181462457,16:57,Clear,Sunday,No,66.2,urban,1,0
2024-09-08,Juhu,Ghatkopar,12.63121358752959,0.8356246999609914,05:37,Rain,Monday,Janmashtami,58.9,urban,1,0
2023-10-03,Crawford Market,Girgaon,3.2422729125532097,0.8598868094678644,04:26,Rain,Monday,No,17.0,urban,1,0
2024-10-31,Kalyan,Vashi,32.81152759588785,0.8943276270570694,06:49,Clear,Friday,Diwali,284.9,congested,1,0
2024-04-19,Crawford Market,Mohammad Ali Road,2.269635918088753,0.9772719679268776,09:25,Rain,Wednesday,Eid,23.5,urban,1,1
2023-08-30,Malad,CST,32.325785791106334,0.7971795512697122,12:05,Rain,Sunday,No,116.9,urban,1,0
2023-10-07,Malad,Byculla,28.07955394216636,0.2786497407896662,03:53,Clear,Sunday,Navratri,31.1,freeway,1,0
2024-06-03,Juhu,Airoli,28.43,0.58,22:42,Rain,Monday,No,48.1,freeway,0,0
2024-09-06,Byculla,Dombivli,37.49521957492782,0.9264348153048944,16:31,Rain,Thursday,No,167.6,urban,1,1
2023-03-28,Mohammad Ali Road,Belapur,27.806427435191,0.9293337889063806,21:31,Storm,Wednesday,Holi,114.9,urban,1,1
2022-08-13,Fort,Juhu,22.34,0.89,02:19,Rain,Saturday,No,205.4,congested,0,0
2023-10-02,CST,Dadar,12.049923112138762,0.707583340189004,03:48,Cloudy,Wednesday,No,39.0,urban,1,0
2024-10-03,Vashi,Colaba,30.46,0.85,18:03,Clear,Thursday,Navratri,146.4,urban,0,0
2022-02-27,Girgaon,Juhu,23.68,0.88,08:05,Clear,Sunday,No,94.3,urban,0,0
2022-06-14,Worli,Ghatkopar,15.735275677576643,0.8834782222962595,11:22,Heavy Rain,Tuesday,No,88.3,urban,1,0
2024-09-25,Colaba,Byculla,14.09,0.87,00:24,Rain,Wednesday,No,56.1,urban,0,0
2023-02-20,Chembur,Juhu,13.506956950752596,0.8554907705431034,04:19,Cloudy,Saturday,No,40.7,urban,1,0
2022-07-15,Fort,Dombivli,44.526412012583016,0.9314618978551976,14:47,Heavy Rain,Wednesday,No,654.5,congested,1,1
2024-04-15,Colaba,Kurla,23.78618884595652,0.9827508714851289,17:23,Clear,Thursday,No,262.2,congested,1,1
2022-04-15,Thane,Mohammad Ali Road,47.20264864747139,0.3903551177595011,15:21,Clear,Saturday,Gudi Padwa,53.9,freeway,1,0
2023-08-21,Juhu,Byculla,15.822325493054056,0.935197507670692,02:55,Rain,Tuesday,No,158.5,congested,1,1
2022-01-14,Kurla,Goregaon,13.55162005827852,0.9793599614657004,09:10,Clear,Tuesday,No,136.2,congested,1,1
2022-10-16,Panvel,Mohammad Ali Road,44.43372033733365,0.7141316909596258,15:28,Clear,Wednesday,Navratri,125.3,urban,1,0
2023-07-03,Lalbaug,Bhandup,30.71578816293649,0.9315989731654062,20:16,Heavy Rain,Sunday,No,264.7,urban,1,1
2023-10-11,Borivali,Goregaon,11.71,0.85,17:05,Clear,Wednesday,No,42.5,urban,0,0
2024-03-27,Colaba,Girgaon,5.298596215881592,0.4278610743622314,14:29,Heavy Rain,Thursday,Gudi Padwa,7.9,freeway,1,0
2024-10-03,Sion,Colaba,20.31,0.78,03:02,Clear,Thursday,Navratri,62.7,urban,0,0
2023-03-16,Malad,Girgaon,32.86361485794863,0.2523534794491215,23:01,Cloudy,Wednesday,No,33.7,freeway,1,0
2023-03-08,Juhu,Western Express Highway,4.4,0.91,12:49,Clear,Wednesday,Holi,59.4,congested,0,1
